symbol,description,exchange,sector,industry,open,high,low,Close,Change%,MarketCap,Volume,Currency
1301,"Kyokuyo Co., Ltd.",TSE,Consumer Non-Durables,Food: Meat/Fish/Dairy,4515.0,4575.0,4505.0,4525.0,0.4439511653718091,53644710779.0,36000,JPY
1305,iFreeETF TOPIX (Yearly Dividend Type),TSE,Miscellaneous,Investment Trusts/Mutual Funds,4164.0,4226.0,4141.0,4226.0,2.299685306221254,,48010,JPY
1306,NEXT FUNDS TOPIX ETF,TSE,Miscellaneous,Investment Trusts/Mutual Funds,411.9,418.3,409.7,418.3,2.54964452071587,,20619610,JPY
1308,Listed Index Fund TOPIX,TSE,Miscellaneous,Investment Trusts/Mutual Funds,4065.0,4128.0,4044.0,4128.0,2.330193356470005,,339080,JPY
1309,NEXT FUNDS ChinaAMC SSE50 Index Exchange Traded Fund,TSE,Miscellaneous,Investment Trusts/Mutual Funds,55700.0,56500.0,54650.0,56500.0,4.205090372556252,,118,JPY
130A,Veritas In Silico Inc.,TSE,Health Technology,Biotechnology,420.0,420.0,403.0,403.0,-3.588516746411483,2711613632.0,12200,JPY
1311,NEXT FUNDS TOPIX Core 30 ETF,TSE,Miscellaneous,Investment Trusts/Mutual Funds,2039.0,2068.0,2022.0,2065.0,1.324828263002944,,19571,JPY
1319,NEXT FUNDS NIKKEI 300 Index ETF,TSE,Miscellaneous,Investment Trusts/Mutual Funds,732.8,732.8,730.0,730.0,1.3888888888888888,,5000,JPY
1320,iFreeETF Nikkei225 (Yearly Dividend Type),TSE,Miscellaneous,Investment Trusts/Mutual Funds,66760.0,68280.0,66250.0,68280.0,2.970894284421656,,38211,JPY
1321,Next Funds Nikkei 225 ETF,TSE,Miscellaneous,Investment Trusts/Mutual Funds,67050.0,68450.0,66470.0,68450.0,2.2252090800477897,,376904,JPY
1322,Listed Index Fund China A Share (Panda) CSI300 Index,TSE,Miscellaneous,Investment Trusts/Mutual Funds,11665.0,12195.0,11665.0,12195.0,4.948364888123924,,773,JPY
